mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__C,param_classifier__metric,param_classifier__n_neighbors,param_classifier__weights,param_classifier__gamma,param_classifier__var_smoothing,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.06052267551422119,0.003726631512483271,0.2672615647315979,0.028130613483958837,KNeighborsClassifier(),,cosine,3.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.5825319575485968,0.6124261368674777,0.5802519210900168,0.6017628837403161,0.5942432248116019,0.013417096574623382,424
0.05979984998703003,0.004239436554829614,0.2605498433113098,0.00822991518531307,KNeighborsClassifier(),,cosine,3.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.5653501111303836,0.6015280498520722,0.5836905107839339,0.5909818370167143,0.585387627195776,0.013192712772879247,429
0.0799943208694458,0.01080032360928623,0.2346847653388977,0.016716664974926954,KNeighborsClassifier(),,cosine,5.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.6001262570238033,0.6117550202745733,0.6079614248353352,0.6260968705930435,0.6114848931816889,0.009420938077909637,386
0.07682925462722778,0.024012125411906456,0.2208876609802246,0.038026858980835875,KNeighborsClassifier(),,cosine,5.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.5586046380295837,0.5919107273855877,0.5923293620043911,0.6075909413714196,0.5876089171977456,0.017897748952080322,428
0.06331509351730347,0.005518086030055698,0.22099989652633667,0.013006826569612152,KNeighborsClassifier(),,cosine,8.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 8, 'classifier__weights': 'uniform'}",0.6192150685539335,0.6457391150128581,0.6298965597959447,0.6263224662972157,0.6302933024149879,0.009711144840706312,337
0.06519824266433716,0.009378849375546464,0.22884994745254517,0.023007420432597427,KNeighborsClassifier(),,cosine,8.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 8, 'classifier__weights': 'distance'}",0.5652946467828662,0.607187195176022,0.6026077989797236,0.6083172988404584,0.5958517349447676,0.01777120550265611,423
0.07385927438735962,0.00790820568970559,0.21388667821884155,0.019262337145743075,KNeighborsClassifier(),,cosine,10.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 10, 'classifier__weights': 'uniform'}",0.6432966798033133,0.639043064322394,0.6288563056954668,0.6343164450163583,0.6363781237093831,0.005380441249643973,294
0.06963759660720825,0.011278166460220911,0.24319028854370117,0.06348353283997965,KNeighborsClassifier(),,cosine,10.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'cosine', 'classifier__n_neighbors': 10, 'classifier__weights': 'distance'}",0.5822485851549171,0.6045541206155731,0.6023595909208317,0.6102485194649638,0.5998527040390714,0.010563685196469191,415
0.06243908405303955,0.002111755714504137,0.05507659912109375,0.004488656424572714,KNeighborsClassifier(),,euclidean,3.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.601545135877567,0.6086382580795988,0.5922546977915537,0.5942109916701568,0.5991622708547191,0.006474992486282196,421
0.07580137252807617,0.007903261762808875,0.06450134515762329,0.012397887295092891,KNeighborsClassifier(),,euclidean,3.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.5843320277362074,0.5942838198424791,0.5919358614232209,0.5884901678715299,0.5897604692183593,0.003750822394842292,425
0.06799185276031494,0.005152164097924995,0.05739563703536987,0.008144241085845806,KNeighborsClassifier(),,euclidean,5.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.6375404889736878,0.6346344530702074,0.61471853609712,0.6127543515691547,0.6249119574275424,0.01124410900384109,361
0.0629040002822876,0.010159535399340931,0.05560791492462158,0.0008354538185242926,KNeighborsClassifier(),,euclidean,5.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.5917007184145667,0.6068355139584191,0.5988523908691722,0.5996698007271668,0.5992646059923312,0.0053587579437993785,418
0.07077693939208984,0.004322558056137689,0.05915093421936035,0.004267123103774995,KNeighborsClassifier(),,euclidean,8.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 8, 'classifier__weights': 'uniform'}",0.656750313625674,0.6423664014446137,0.6192780979594472,0.6176436073461244,0.6340096050939648,0.01636947658377498,314
0.0649573802947998,0.002714585596858892,0.06202709674835205,0.007539500542129179,KNeighborsClassifier(),,euclidean,8.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 8, 'classifier__weights': 'distance'}",0.5976525471245265,0.6064435254379388,0.6008198937750227,0.6032702272345609,0.6020465483930122,0.0032265587605122743,410
0.06257981061935425,0.00484463721322143,0.06045830249786377,0.007449284888134614,KNeighborsClassifier(),,euclidean,10.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 10, 'classifier__weights': 'uniform'}",0.6582044879733127,0.6430022491475005,0.6266385767790261,0.6215687702707351,0.6373535210426435,0.014410407165050454,284
0.0654342770576477,0.00259656034339851,0.05233287811279297,0.004093012464808119,KNeighborsClassifier(),,euclidean,10.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'euclidean', 'classifier__n_neighbors': 10, 'classifier__weights': 'distance'}",0.5936752491861867,0.6045793126798713,0.6007684360067158,0.6026946041149465,0.60042940049693,0.004125724892746427,412
0.06012183427810669,0.0017436849373399523,0.04369074106216431,0.0027864612883564386,KNeighborsClassifier(),,manhattan,3.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.6020271714796275,0.6090050545357808,0.5922546977915537,0.5942109916701568,0.5993744788692796,0.0066546534170354825,416
0.05503427982330322,0.004089145462279839,0.053145766258239746,0.0030332603255284274,KNeighborsClassifier(),,manhattan,3.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.5843320277362074,0.5942838198424791,0.5919358614232209,0.5884901678715299,0.5897604692183593,0.003750822394842292,425
0.059241652488708496,0.004227651631450584,0.06354141235351562,0.008976192400733813,KNeighborsClassifier(),,manhattan,5.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.6356849544385595,0.6350717873064242,0.61471853609712,0.6123102416403134,0.6244463798706043,0.010967242555933463,363
0.06945472955703735,0.01016002951668853,0.05823034048080444,0.006354287133227474,KNeighborsClassifier(),,manhattan,5.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.5917007184145667,0.6068355139584191,0.5988523908691722,0.5996698007271668,0.5992646059923312,0.0053587579437993785,418
0.07732701301574707,0.012477604510511905,0.06988173723220825,0.007606315294986344,KNeighborsClassifier(),,manhattan,8.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 8, 'classifier__weights': 'uniform'}",0.657280754476477,0.6415632784347868,0.6191025361616944,0.6176436073461244,0.6338975441047707,0.016497126494450665,317
0.07911181449890137,0.011263023036010823,0.07217299938201904,0.010250124719132956,KNeighborsClassifier(),,manhattan,8.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 8, 'classifier__weights': 'distance'}",0.5977856615585684,0.6063407418156022,0.6008198937750227,0.6032702272345609,0.6020541310959385,0.003146311143073184,408
0.07348674535751343,0.011589680090717407,0.07282370328903198,0.017305749401205814,KNeighborsClassifier(),,manhattan,10.0,uniform,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 10, 'classifier__weights': 'uniform'}",0.6577043004029738,0.6418333373640636,0.6263046057729561,0.6216203639071153,0.6368656518617771,0.01416758334706297,290
0.06540107727050781,0.005636544939564716,0.059181928634643555,0.005842039744082822,KNeighborsClassifier(),,manhattan,10.0,distance,,,,,,,,"{'classifier': KNeighborsClassifier(), 'classifier__metric': 'manhattan', 'classifier__n_neighbors': 10, 'classifier__weights': 'distance'}",0.5937760934544003,0.604541020742138,0.6007058795040682,0.6026946041149465,0.6004293994538883,0.004073680882059807,413
1.5080689191818237,0.18454311839768225,0.48187267780303955,0.04968922872897873,SVC(),0.1,,,,1.0,,,,,,,"{'classifier': SVC(), 'classifier__C': 0.1, 'classifier__gamma': 1}",0.6907408826697108,0.6768785218505888,0.6647950164664859,0.6424358670866996,0.6687125720183713,0.01773232690866075,127
1.3589733242988586,0.19196572458563624,0.46219319105148315,0.057122082788344894,SVC(),0.1,,,,0.1,,,,,,,"{'classifier': SVC(), 'classifier__C': 0.1, 'classifier__gamma': 0.1}",0.6922333778392704,0.678412214725064,0.668122618816996,0.6461930977830923,0.6712403272911056,0.016801993578440325,74
1.3146892786026,0.13971168289482852,0.465584397315979,0.06636419117856025,SVC(),0.1,,,,0.01,,,,,,,"{'classifier': SVC(), 'classifier__C': 0.1, 'classifier__gamma': 0.01}",0.6930885372337208,0.6820338258885745,0.6626822210383572,0.649432368835825,0.6718092382491194,0.016892139337411762,52
1.3599296808242798,0.19814498252376891,0.5607638955116272,0.049516006148908234,SVC(),0.1,,,,0.001,,,,,,,"{'classifier': SVC(), 'classifier__C': 0.1, 'classifier__gamma': 0.001}",0.6940445408963846,0.6828238490249663,0.6627609211545913,0.6514475555744395,0.6727692166625954,0.01664717891813063,26
1.1676915884017944,0.042742312156769255,0.5811752080917358,0.01310005843071212,SVC(),0.1,,,,0.0001,,,,,,,"{'classifier': SVC(), 'classifier__C': 0.1, 'classifier__gamma': 0.0001}",0.6940405071256561,0.6828520641369804,0.6627730288647811,0.6514414857348654,0.6727767714655707,0.016650279726405818,24
1.834386944770813,0.2502087597390781,0.4839775562286377,0.04618008578374935,SVC(),1.0,,,,1.0,,,,,,,"{'classifier': SVC(), 'classifier__C': 1, 'classifier__gamma': 1}",0.6672441681759692,0.6646593629833853,0.6472691059666796,0.6386260311139976,0.654449667060008,0.011936132767997485,214
1.7585182189941406,0.03912357799888112,0.5018936395645142,0.033615004275534155,SVC(),1.0,,,,0.1,,,,,,,"{'classifier': SVC(), 'classifier__C': 1, 'classifier__gamma': 0.1}",0.6864913052071946,0.6753730440881278,0.6677049028154461,0.6388506151782408,0.6671049668222524,0.017627106453338832,157
1.2126752734184265,0.034043364670040765,0.4016684889793396,0.009465853699716222,SVC(),1.0,,,,0.01,,,,,,,"{'classifier': SVC(), 'classifier__C': 1, 'classifier__gamma': 0.01}",0.6879595977523829,0.6777552056881666,0.6634409708769211,0.6426078458746335,0.6679409050480261,0.01702264557342234,140
1.3470321297645569,0.20902008755968454,0.46762704849243164,0.09730387440083456,SVC(),1.0,,,,0.001,,,,,,,"{'classifier': SVC(), 'classifier__C': 1, 'classifier__gamma': 0.001}",0.692739616065702,0.68220916265609,0.662706436458737,0.6494465317948314,0.6717754367438401,0.016801683051440152,55
1.7333105206489563,0.05608954313847341,0.6998822093009949,0.01477002823937289,SVC(),1.0,,,,0.0001,,,,,,,"{'classifier': SVC(), 'classifier__C': 1, 'classifier__gamma': 0.0001}",0.6940566422085701,0.6828077261038155,0.6627710109130828,0.6514414857348654,0.6727692162400835,0.01664904188618762,27
2.2981743812561035,0.4308095064707739,0.3659486770629883,0.038512279170760076,SVC(),10.0,,,,1.0,,,,,,,"{'classifier': SVC(), 'classifier__C': 10, 'classifier__gamma': 1}",0.6645233898195695,0.6613783485291865,0.6343279817254295,0.6312430829119853,0.6478682007465426,0.015162878110040507,215
1.6330845355987549,0.07960090149413913,0.3657241463661194,0.022045484808366527,SVC(),10.0,,,,0.1,,,,,,,"{'classifier': SVC(), 'classifier__C': 10, 'classifier__gamma': 0.1}",0.6834700109315187,0.6719368465178521,0.6652248401782255,0.6435466477287672,0.6660445863390909,0.014536104857584348,168
1.3652368187904358,0.08822401941962695,0.38950228691101074,0.00850694022009995,SVC(),10.0,,,,0.01,,,,,,,"{'classifier': SVC(), 'classifier__C': 10, 'classifier__gamma': 0.01}",0.6871266240969395,0.6689984441381089,0.6682638754358776,0.6375273901510783,0.6654790834555011,0.017818909481190876,176
1.1213496923446655,0.11839371137373801,0.37184417247772217,0.03961556021514166,SVC(),10.0,,,,0.001,,,,,,,"{'classifier': SVC(), 'classifier__C': 10, 'classifier__gamma': 0.001}",0.687600592157543,0.6770921505558378,0.6631241524602867,0.6420919095108315,0.6674772011711247,0.017034965381678473,152
1.0104968547821045,0.029257299890554152,0.37351155281066895,0.02548560932662036,SVC(),10.0,,,,0.0001,,,,,,,"{'classifier': SVC(), 'classifier__C': 10, 'classifier__gamma': 0.0001}",0.6927073458998737,0.6822535006892549,0.6626781851349606,0.6494283222761089,0.6717668385000496,0.016808389728872025,58
4.708808243274689,0.9766579630709635,0.4690776467323303,0.0965159386222011,SVC(),100.0,,,,1.0,,,,,,,"{'classifier': SVC(), 'classifier__C': 100, 'classifier__gamma': 1}",0.655634976019233,0.6592884148750071,0.6334521906883637,0.6202465568835016,0.6421555346165264,0.01605445753769419,249
3.4127066135406494,0.7773119394650404,0.38733434677124023,0.11773003157902787,SVC(),100.0,,,,0.1,,,,,,,"{'classifier': SVC(), 'classifier__C': 100, 'classifier__gamma': 0.1}",0.6719656968137244,0.6683212814497732,0.6447910612811572,0.6334525045169723,0.6546326360154068,0.01607224761822979,213
1.64840567111969,0.16345501510466764,0.40839433670043945,0.031024765935993674,SVC(),100.0,,,,0.01,,,,,,,"{'classifier': SVC(), 'classifier__C': 100, 'classifier__gamma': 0.01}",0.6847245136280944,0.6724628568203987,0.662805316091954,0.6396983694387623,0.6649227639948023,0.016505423008046846,185
1.4105975031852722,0.16100303298627672,0.35100454092025757,0.02273399372521374,SVC(),100.0,,,,0.001,,,,,,,"{'classifier': SVC(), 'classifier__C': 100, 'classifier__gamma': 0.001}",0.6894581435780354,0.6697683136230623,0.6675394307761849,0.64003221061534,0.6666995246481556,0.017601301666330647,163
1.1426655054092407,0.11580859737793944,0.41078507900238037,0.048857096669447146,SVC(),100.0,,,,0.0001,,,,,,,"{'classifier': SVC(), 'classifier__C': 100, 'classifier__gamma': 0.0001}",0.6868220744069349,0.6783739227873306,0.6617257119333592,0.6418551857674402,0.6671942237237661,0.01719163793350258,155
45.94396823644638,5.826351500149194,0.5490611791610718,0.09803498885396546,SVC(),1000.0,,,,1.0,,,,,,,"{'classifier': SVC(), 'classifier__C': 1000, 'classifier__gamma': 1}",0.6544369461128569,0.6525248494522238,0.6235097426707994,0.6214220824810267,0.6379734051792267,0.015539759704714638,278
15.70997965335846,3.9082570695083736,0.4933511018753052,0.03444131020452547,SVC(),1000.0,,,,0.1,,,,,,,"{'classifier': SVC(), 'classifier__C': 1000, 'classifier__gamma': 0.1}",0.6715885392506062,0.6696695607310132,0.6466193255198244,0.6325744010585801,0.655112956640006,0.01630542702847571,212
5.765904724597931,0.3353249778385907,0.5994471907615662,0.00782036490088476,SVC(),1000.0,,,,0.01,,,,,,,"{'classifier': SVC(), 'classifier__C': 1000, 'classifier__gamma': 0.01}",0.6841315493309992,0.676173144050239,0.6599115733565801,0.6413008070863353,0.6653792684560383,0.016415113310524414,178
3.0448006987571716,0.45413331958327274,0.5584625601768494,0.0748334818924318,SVC(),1000.0,,,,0.001,,,,,,,"{'classifier': SVC(), 'classifier__C': 1000, 'classifier__gamma': 0.001}",0.6884476840105362,0.6716123727296912,0.666445700955702,0.6424156342881191,0.6672303479960121,0.016475460355498104,154
2.4183018803596497,0.07815346995195771,0.6135887503623962,0.031460411156684256,SVC(),1000.0,,,,0.0001,,,,,,,"{'classifier': SVC(), 'classifier__C': 1000, 'classifier__gamma': 0.0001}",0.6939315953159855,0.6808931292171515,0.6646618316543975,0.6476741386391824,0.6717901737066792,0.017360175385762622,53
0.07253044843673706,0.005066502899180862,0.030265629291534424,0.0022031627001772584,GaussianNB(),,,,,,1.0,,,,,,"{'classifier': GaussianNB(), 'classifier__var_smoothing': 1.0}",0.6937218392381014,0.6814695236482946,0.6623593487666279,0.6510186202445336,0.6721423329743894,0.01654229122549043,43
0.07225912809371948,0.008653457998795813,0.03312593698501587,0.0036262665593947735,GaussianNB(),,,,,,0.005623413251903491,,,,,,"{'classifier': GaussianNB(), 'classifier__var_smoothing': 0.005623413251903491}",0.6929372708314006,0.6803308423420156,0.6615703296525896,0.6507151282658267,0.6713883927729581,0.0163408979151248,67
0.07865172624588013,0.014622117683765817,0.03169220685958862,0.008837539789039683,GaussianNB(),,,,,,3.1622776601683795e-05,,,,,,"{'classifier': GaussianNB(), 'classifier__var_smoothing': 3.1622776601683795e-05}",0.692911051321665,0.6802663506574121,0.6615965630246675,0.6507131049859687,0.6713717674974284,0.016320151014141696,68
0.08452659845352173,0.015185429815101199,0.044815003871917725,0.01688431507698476,GaussianNB(),,,,,,1.7782794100389227e-07,,,,,,"{'classifier': GaussianNB(), 'classifier__var_smoothing': 1.7782794100389227e-07}",0.692911051321665,0.6802663506574121,0.6615965630246675,0.6507131049859687,0.6713717674974284,0.016320151014141696,68
0.08741652965545654,0.01858943085276918,0.037368595600128174,0.008083332886181937,GaussianNB(),,,,,,1e-09,,,,,,"{'classifier': GaussianNB(), 'classifier__var_smoothing': 1e-09}",0.692911051321665,0.6802663506574121,0.6615965630246675,0.6507131049859687,0.6713717674974284,0.016320151014141696,68
0.08185559511184692,0.00815649613309602,0.0,0.0,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,1.0,10.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 1, 'classifier__n_estimators': 10}",,,,,,,430
0.08090072870254517,0.004182472214284319,0.0,0.0,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,1.0,100.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 1, 'classifier__n_estimators': 100}",,,,,,,430
0.0859411358833313,0.012779056048702025,0.0,0.0,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,1.0,200.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 1, 'classifier__n_estimators': 200}",,,,,,,430
0.13569796085357666,0.01848232878142471,0.0389409065246582,0.0030933828007521313,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,2.0,10.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 10}",0.6896174775218126,0.6776927293687071,0.6605603448275863,0.6469255250917052,0.6686990192024528,0.016269540462043222,128
0.5015839338302612,0.08812432935586025,0.052861809730529785,0.007838693385081119,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,2.0,100.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.6946324629800691,0.680589816763001,0.6623512769598346,0.6506736510287366,0.6720618019329103,0.016836783179993205,45
0.9334080815315247,0.08992624798266602,0.07695925235748291,0.011552242534366796,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,2.0,200.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.6977233398008124,0.6811883802107266,0.6637234841146842,0.6494465317948312,0.6730204339802637,0.01815978415795508,17
0.11570078134536743,0.016731440307723635,0.03699249029159546,0.009139276361819257,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,3.0,10.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 3, 'classifier__n_estimators': 10}",0.6926851601608668,0.6775748305077913,0.6646749483404366,0.6505441611178217,0.6713697750317291,0.015583446794451892,71
0.502400279045105,0.04140638343164288,0.05890136957168579,0.008853357605541703,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,3.0,100.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 3, 'classifier__n_estimators': 100}",0.6966614496565244,0.6843273114222834,0.6645901943691075,0.6502042501016699,0.6739458013873963,0.01785332648993344,8
0.87745600938797,0.14298375899651883,0.07696020603179932,0.01704939406701495,RandomForestClassifier(),,,,,,,3.0,1.0,1.0,3.0,200.0,"{'classifier': RandomForestClassifier(), 'classifier__max_depth': 3, 'classifier__max_features': 1, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 3, 'classifier__n_estimators': 200}",0.6956580491878003,0.68218296290922,0.6638849202505488,0.6497813846113382,0.6728768292397269,0.017463118965763257,21
